id,Price Max,Price Min,Availability,Condition,Currency,On Sale,Merchant,Shipping Price,Brand,Categories,Date Added,Date Updated,Manufacturer,Man. Number,Product name,Categories,Weight Std (g)
AVpfSYlFLJeJML436UdP,$161.99,$161.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$194.99,$194.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$198.00,$198.00,More on the Way,New,USD,TRUE,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$298.00,$198.00,Out Of Stock,New,USD,TRUE,Walmart.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$224.99,$224.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$234.99,$234.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$248.00,$248.00,Yes,New,USD,FALSE,wwstereo,Free,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$248.00,$248.00,Yes,New,USD,FALSE,buydig,Free,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$248.00,$248.00,Yes,New,USD,FALSE,electronic_express,Free,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$248.00,$248.00,In Stock,New,USD,TRUE,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$299.99,$248.00,In Stock,New,USD,TRUE,Beach Camera,Standard,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$248.00,$248.00,In Stock,New,USD,FALSE,Electronic Express,Value,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$249.99,$249.99,Yes,New,USD,FALSE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$269.99,$269.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$298.00,$298.00,In Stock,New,USD,FALSE,Walmart.com,Expedited,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$298.00,$298.00,More on the Way,New,USD,FALSE,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$298.00,$298.00,In Stock,New,USD,FALSE,Beach Camera,Standard,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$298.00,$298.00,In Stock,New,USD,FALSE,Electronic Express,Value,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVpfSYlFLJeJML436UdP,$299.99,$299.99,Yes,New,USD,FALSE,Bestbuy.com,None,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,TVs Entertainment,Speakers,TV Sound Systems,Home Theater in a Box,Consumer Electronics,TV, Video & Home Audio,See more SONY BDV-E3100 5.1Ch Home Theater System,Television & Video,See more Sony BDV-E3100 5.1 Channel Home Theater System,Audio,Home Audio,Frys,Sony BDV-E3100,TV Accessories",2015-05-11,2018-05-02,Sony,BDVE3100,Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,Electronics,2672.7
AVqkI8oeU2_QcyX9O04K,$1.00,$1.00,Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,349.99","$1,349.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,377.99","$1,377.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,386.99","$1,386.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,411.99","$1,411.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,479.99","$1,479.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,529.99","$1,529.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,580.00","$1,580.00",Yes,New,USD,FALSE,tier1xswccx,Free,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,619.99","$1,619.99",Yes,New,USD,TRUE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,721.99","$1,721.99",Yes,New,USD,FALSE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,749.99","$1,749.99",Yes,New,USD,FALSE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,764.99","$1,764.99",Yes,New,USD,FALSE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,799.99","$1,799.99",Yes,New,USD,FALSE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,849.99","$1,849.99",Yes,New,USD,FALSE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$1,849.99","$1,849.99",Yes,New,USD,FALSE,Bestbuy.com,None,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$2,261.99","$2,261.99",Yes,New,USD,FALSE,book2301,Free,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVqkI8oeU2_QcyX9O04K,"$2,363.99","$2,363.99",Yes,New,USD,FALSE,pano*rama,Free,Alienware,"Computers/Tablets & Networking,PC Laptops & Netbooks,Computers & Accessories,Laptops & Netbooks,Traditional Laptops,Computers & Tablets,Electronics,Laptops,All Laptops,PC Laptops",2017-03-06,2018-07-03,,AW13R3-7420SLV-PUS,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",Electronics,2627.4
AVz8z52avKc47QAVfisq,$327.99,$327.99,Yes,New,USD,FALSE,Best Buy,Free,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$327.99,$327.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$398.00,$398.00,In Stock,New,USD,TRUE,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$399.99,$399.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$399.99,$399.99,Yes,New,USD,FALSE,Bestbuy.com,None,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$409.99,$409.99,Yes,New,USD,TRUE,Bestbuy.com,None,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$498.00,$498.00,In Stock,New,USD,FALSE,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$499.99,$499.99,Yes,New,USD,FALSE,Bestbuy.com,None,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVz8z52avKc47QAVfisq,$499.99,$499.99,Yes,New,USD,FALSE,Bestbuy.com,None,Sony,"TV, Video & Home Audio,Portable Audio & Video,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Mini Hi-Fi Systems,Boomboxes,Home Audio,Tabletop Audio,Audio,Stereo Shelf Systems",2017-07-01,2018-06-13,,SHAKEX10,Sony - Shake Audio System - Black,Electronics,2627.4
AVqVGH9Ynnc1JgDc3jDV,$189.72,$189.72,In Stock,New,USD,FALSE,Electronic Express,Value,Kenwood,"Parts & Accessories,Car Stereos,Electronics,Car Electronics,eBay Motors,In-Dash with DVD,Car & Vehicle Electronics,Car Stereo Receivers,Digital Media Receivers,Vehicle Electronics & GPS,Car Receivers,Video In-Dash Units w/o GPS,Car Video,In-Dash Audio Players,Frys,Car Audio In-Dash Units,Car Stereo,Car Audio,Consumer Electronics,Auto & Tires,Auto Electronics,Car Video Units W/out GPS/Nav,In-Dash with GPS,Digital Media and CD Player Receivers,Car Electronics & GPS,In-Dash DVD & Video Receivers",2017-03-03,2018-06-21,KENWOOD,DDX374BT,"Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""",Electronics,2618.34
AVqVGH9Ynnc1JgDc3jDV,$189.99,$189.99,Yes,New,USD,TRUE,Bestbuy.com,None,Kenwood,"Parts & Accessories,Car Stereos,Electronics,Car Electronics,eBay Motors,In-Dash with DVD,Car & Vehicle Electronics,Car Stereo Receivers,Digital Media Receivers,Vehicle Electronics & GPS,Car Receivers,Video In-Dash Units w/o GPS,Car Video,In-Dash Audio Players,Frys,Car Audio In-Dash Units,Car Stereo,Car Audio,Consumer Electronics,Auto & Tires,Auto Electronics,Car Video Units W/out GPS/Nav,In-Dash with GPS,Digital Media and CD Player Receivers,Car Electronics & GPS,In-Dash DVD & Video Receivers",2017-03-03,2018-06-21,KENWOOD,DDX374BT,"Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""",Electronics,2618.34
AVqVGH9Ynnc1JgDc3jDV,$223.66,$192.99,Out Of Stock,New,USD,TRUE,Walmart.com,None,Kenwood,"Parts & Accessories,Car Stereos,Electronics,Car Electronics,eBay Motors,In-Dash with DVD,Car & Vehicle Electronics,Car Stereo Receivers,Digital Media Receivers,Vehicle Electronics & GPS,Car Receivers,Video In-Dash Units w/o GPS,Car Video,In-Dash Audio Players,Frys,Car Audio In-Dash Units,Car Stereo,Car Audio,Consumer Electronics,Auto & Tires,Auto Electronics,Car Video Units W/out GPS/Nav,In-Dash with GPS,Digital Media and CD Player Receivers,Car Electronics & GPS,In-Dash DVD & Video Receivers",2017-03-03,2018-06-21,KENWOOD,DDX374BT,"Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""",Electronics,2618.34
AVqVGH9Ynnc1JgDc3jDV,$197.36,$197.36,In Stock,New,USD,FALSE,Wholesale Connection,Value,Kenwood,"Parts & Accessories,Car Stereos,Electronics,Car Electronics,eBay Motors,In-Dash with DVD,Car & Vehicle Electronics,Car Stereo Receivers,Digital Media Receivers,Vehicle Electronics & GPS,Car Receivers,Video In-Dash Units w/o GPS,Car Video,In-Dash Audio Players,Frys,Car Audio In-Dash Units,Car Stereo,Car Audio,Consumer Electronics,Auto & Tires,Auto Electronics,Car Video Units W/out GPS/Nav,In-Dash with GPS,Digital Media and CD Player Receivers,Car Electronics & GPS,In-Dash DVD & Video Receivers",2017-03-03,2018-06-21,KENWOOD,DDX374BT,"Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""",Electronics,2618.34
